2021112822001158001403630883_2287509877982666983	,T200P2287509877979666983	,2021-11-28 14:56:55 ,                    ,2021-11-28 14:56:55 ,淘宝        ,支付宝担保交易         ,岳小珊             ,退款-Merry Christmas !!! 圣诞树小松鼠毯子 金丝线编织  0.8kg 等多件,35.00   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112822001158001403630883_2287509877983666983	,T200P2287509877979666983	,2021-11-28 14:56:55 ,                    ,2021-11-28 14:56:55 ,淘宝        ,支付宝担保交易         ,岳小珊             ,退款-Merry Christmas !!! 圣诞树小松鼠毯子 金丝线编织  0.8kg 等多件,19.00   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112822001158001403630883_2287509877980666983	,T200P2287509877979666983	,2021-11-28 14:56:54 ,                    ,2021-11-28 14:56:54 ,淘宝        ,支付宝担保交易         ,岳小珊             ,退款-Merry Christmas !!! 圣诞树小松鼠毯子 金丝线编织  0.8kg 等多件,49.00   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112822001158001403630883_2287509877981666983	,T200P2287509877979666983	,2021-11-28 14:56:54 ,                    ,2021-11-28 14:56:54 ,淘宝        ,支付宝担保交易         ,岳小珊             ,退款-Merry Christmas !!! 圣诞树小松鼠毯子 金丝线编织  0.8kg 等多件,32.90   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112822001158001403463883	,T200P2287943029670666983	,2021-11-28 14:56:23 ,2021-11-28 14:56:27 ,2021-12-12 09:31:51 ,淘宝        ,支付宝担保交易         ,岳小珊             ,韩国东大门 黑白高级感 复古毛线编织包 0.33kg 等多件,191.80  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112822001458001402405046	,21211128131923016469	,2021-11-28 13:19:23 ,2021-11-28 13:19:24 ,2021-11-28 13:19:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,12.20   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112822001458001403604118	,CPR21112813172044219433869S	,2021-11-28 13:17:20 ,2021-11-28 13:17:21 ,2021-11-28 13:17:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112822001158001403630883	,T200P2287509877979666983	,2021-11-28 12:23:07 ,2021-11-28 12:23:12 ,2021-11-28 14:56:55 ,淘宝        ,支付宝担保交易         ,岳小珊             ,Merry Christmas !!! 圣诞树小松鼠毯子 金丝线编织  0.8kg 等多件,135.90  ,支出      ,交易关闭    ,0.00     ,135.90   ,                    ,已支出      ,
2021112822001158001403623176	,T200P2287874162159666983	,2021-11-28 12:16:48 ,2021-11-28 12:17:37 ,2021-12-08 19:13:31 ,淘宝        ,支付宝担保交易         ,黑洞子             ,品质好货厚实蓬松保暖冬季女款连帽百搭短款羽绒服外套鹅绒羽绒服,449.08  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211128340510241001 	,                    	,2021-11-28 05:07:28 ,                    ,2021-11-28 05:07:28 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.27-收益发放 ,0.11    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112722001458001402544334	,10937617009650002577968535	,2021-11-27 22:13:55 ,2021-11-27 22:13:56 ,2021-11-27 22:13:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德信息技术有限公司      ,高德地图打车订单            ,10.81   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112722001458001403191097	,46380223724702698658001	,2021-11-27 22:12:52 ,2021-11-27 22:12:56 ,2021-11-27 22:12:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,记益果缘            ,收钱码收款               ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112722001458001402490313	,21211127085856026939	,2021-11-27 08:58:56 ,2021-11-27 08:58:57 ,2021-11-27 08:58:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112722001458001402522876	,CPR21112708531295119433869T	,2021-11-27 08:53:13 ,2021-11-27 08:53:13 ,2021-11-27 08:53:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211127334369039001 	,                    	,2021-11-27 05:21:42 ,                    ,2021-11-27 05:21:42 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.26-收益发放 ,0.11    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112622001458001402522733	,705621306_22384442138390974464	,2021-11-26 20:35:48 ,2021-11-26 20:35:49 ,2021-11-26 20:35:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳(成都天之府餐厅)    ,四川金拱门食品有限公司         ,24.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112622001458001402247556	,21211126182637023786	,2021-11-26 18:26:38 ,2021-11-26 18:26:39 ,2021-11-26 18:26:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112622001458001401510417	,21211126091025013513	,2021-11-26 09:10:25 ,2021-11-26 09:10:26 ,2021-11-26 09:10:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211126328708791001 	,                    	,2021-11-26 05:44:45 ,                    ,2021-11-26 05:44:45 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.25-收益发放 ,0.11    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112522001458001401009189	,10937617009640005248873012	,2021-11-25 23:35:23 ,2021-11-25 23:35:24 ,2021-11-25 23:35:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德信息技术有限公司      ,高德地图打车订单            ,9.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112522001458001400659570	,21211125182352013183	,2021-11-25 18:23:52 ,2021-11-25 18:23:53 ,2021-11-25 18:23:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,9.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112522001458001401606801	,21211125182229021210	,2021-11-25 18:22:29 ,2021-11-25 18:22:31 ,2021-11-25 18:22:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,20.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112522001458001400451788	,21211125090750037863	,2021-11-25 09:07:50 ,2021-11-25 09:07:51 ,2021-11-25 09:07:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112522001458001459586288	,CPR21112509062782519433869A	,2021-11-25 09:06:27 ,2021-11-25 09:06:28 ,2021-11-25 09:06:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211125322383214001 	,                    	,2021-11-25 04:43:37 ,                    ,2021-11-25 04:43:37 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.24-收益发放 ,0.11    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112422001458001459990722	,16377491465702698658001	,2021-11-24 18:19:06 ,2021-11-24 18:19:10 ,2021-11-24 18:19:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,养生饭团            ,收钱码收款               ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112422001458001459825498	,46377276104702698658001	,2021-11-24 12:20:10 ,2021-11-24 12:20:13 ,2021-11-24 12:20:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*深江             ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112422001458001459525205	,21211124090835014364	,2021-11-24 09:08:36 ,2021-11-24 09:08:37 ,2021-11-24 09:08:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112422001458001459699609	,CPR21112409070229419433869O	,2021-11-24 09:07:02 ,2021-11-24 09:07:02 ,2021-11-24 09:07:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211124317177155001 	,                    	,2021-11-24 05:58:39 ,                    ,2021-11-24 05:58:39 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.23-收益发放 ,0.11    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20211124210500101000000019494742	,20211124210500501000000094110620	,2021-11-24 01:14:54 ,2021-11-24 01:14:54 ,2021-11-24 01:14:54 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,20.00   ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021112322001460591419682043	,46376636428802752260590	,2021-11-23 18:34:03 ,2021-11-23 18:34:07 ,2021-11-23 18:34:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,**頠             ,收钱码收款               ,20.00   ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112322001458001458323207	,46376415198702698658001	,2021-11-23 12:25:19 ,2021-11-23 12:25:25 ,2021-11-23 12:25:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,科维纳家居           ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112322001458001457824768	,21211123090831032505	,2021-11-23 09:08:31 ,2021-11-23 09:08:33 ,2021-11-23 09:08:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112322001458001458371002	,CPR21112309071383519433869D	,2021-11-23 09:07:14 ,2021-11-23 09:07:14 ,2021-11-23 09:07:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211123310454699001 	,                    	,2021-11-23 04:38:19 ,                    ,2021-11-23 04:38:19 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.22-收益发放 ,0.12    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112222001458001458128179	,10937617009620009591635087	,2021-11-22 23:07:46 ,2021-11-22 23:07:48 ,2021-11-22 23:37:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,7.52    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112222001458001457096193	,16375770442702698658001	,2021-11-22 18:30:44 ,2021-11-22 18:30:48 ,2021-11-22 18:30:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,忆碗面             ,收钱码收款               ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112222001458001457111583	,46375540337702698658001	,2021-11-22 12:07:13 ,2021-11-22 12:07:18 ,2021-11-22 12:07:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*深江             ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112222001458001456943757	,21211122090605037484	,2021-11-22 09:06:05 ,2021-11-22 09:06:06 ,2021-11-22 09:06:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112222001458001456734678	,CPR21112209050091619433869G	,2021-11-22 09:05:01 ,2021-11-22 09:05:01 ,2021-11-22 09:05:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211122304784707001 	,                    	,2021-11-22 05:22:32 ,                    ,2021-11-22 05:22:32 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.21-收益发放 ,0.12    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20211121398913836001 	,                    	,2021-11-21 05:33:51 ,                    ,2021-11-21 05:33:51 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.20-收益发放 ,0.12    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021112022001458001455478579	,54126600004881000010031102111202003500024404738416	,2021-11-20 20:03:50 ,2021-11-20 20:03:51 ,2021-11-20 20:03:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,优品壹号副食超市        ,乐百邻生活超市2_10021002111202003500034404737299,4.40    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112022001458001456026587	,16374092879702698658001	,2021-11-20 19:54:48 ,2021-11-20 19:54:53 ,2021-11-20 19:54:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,小当家鲜卤           ,收钱码收款               ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112022001458001455685877	,9412660000482200017895204023831505	,2021-11-20 19:49:07 ,2021-11-20 19:49:08 ,2021-11-20 19:49:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,图图平价蔬菜成都四季豪庭店   ,蓉小菜西城御景店            ,3.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021112029020848000160944637	,                    	,2021-11-20 14:03:34 ,2021-11-20 14:03:34 ,2021-11-20 14:03:34 ,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2021年11月账单   ,580.00  ,其他      ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20211120392781556001 	,                    	,2021-11-20 05:11:11 ,                    ,2021-11-20 05:11:11 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.19-收益发放 ,0.15    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20211119200040011100000075440926	,                    	,2021-11-19 21:37:05 ,2021-11-19 21:37:09 ,2021-11-19 21:37:09 ,支付宝网站     ,即时到账交易          ,羊(杨洋)           ,火锅                  ,111.00  ,支出      ,交易成功    ,0.00     ,0.00     ,火锅                  ,已支出      ,
2021111922001458001454645820	,46372958523702698658001	,2021-11-19 12:24:12 ,2021-11-19 12:24:16 ,2021-11-19 12:24:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*深江             ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111922001458001454003431	,21211119091635022571	,2021-11-19 09:16:36 ,2021-11-19 09:16:37 ,2021-11-19 09:16:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,7.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211119386673190001 	,                    	,2021-11-19 04:59:50 ,                    ,2021-11-19 04:59:50 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.18-收益发放 ,0.15    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021111822001458001454429424	,10937617009590002998346459	,2021-11-18 21:38:33 ,2021-11-18 21:38:34 ,2021-11-18 22:08:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,8.26    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111822001458001453284415	,46372309768702698658001	,2021-11-18 18:22:56 ,2021-11-18 18:23:00 ,2021-11-18 18:23:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,Jiayou          ,收钱码收款               ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111822001458001453423629	,46372092457702698658001	,2021-11-18 12:20:45 ,2021-11-18 12:20:50 ,2021-11-18 12:20:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,科维纳家居           ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111822001458001453151005	,21211118090812035699	,2021-11-18 09:08:13 ,2021-11-18 09:08:14 ,2021-11-18 09:08:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,7.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111822001458001453212630	,CPR21111809061580719433869R	,2021-11-18 09:06:15 ,2021-11-18 09:06:16 ,2021-11-18 09:06:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211118380546292001 	,                    	,2021-11-18 05:11:26 ,                    ,2021-11-18 05:11:26 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.17-收益发放 ,0.15    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021111722001458001452097741	,16371455056702698658001	,2021-11-17 18:38:25 ,2021-11-17 18:38:29 ,2021-11-17 18:38:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,忆碗面             ,收钱码收款               ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111722001458001452185176	,46371216498702698658001	,2021-11-17 12:00:49 ,2021-11-17 12:00:57 ,2021-11-17 12:11:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,科维纳家居           ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111722001458001451529389	,21211117090745014897	,2021-11-17 09:07:45 ,2021-11-17 09:07:46 ,2021-11-17 09:07:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111722001458001450380986	,CPR21111709054188819433869B	,2021-11-17 09:05:42 ,2021-11-17 09:05:42 ,2021-11-17 09:05:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211117374076965001 	,                    	,2021-11-17 04:31:35 ,                    ,2021-11-17 04:31:35 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.16-收益发放 ,0.15    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021111622001158001450985269	,T200P2258158538995666983	,2021-11-16 23:52:35 ,2021-11-16 23:52:40 ,2021-11-27 14:04:31 ,淘宝        ,支付宝担保交易         ,ohrfrieden安耳悠旗舰店,安耳悠blue耳塞睡觉专用专业超级隔音睡眠降噪防噪音宿舍工业学习 等多件,74.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111622001458001451421558	,10937617009580007957976966	,2021-11-16 22:01:59 ,2021-11-16 22:02:00 ,2021-11-16 22:32:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,13.84   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111622001458001450706939	,16370574915702698658001	,2021-11-16 18:11:31 ,2021-11-16 18:11:35 ,2021-11-16 18:11:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杂粮煎饼            ,收钱码收款               ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111622001458001450624748	,16370365146702698658001	,2021-11-16 12:21:54 ,2021-11-16 12:21:58 ,2021-11-16 12:21:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*学录             ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111622001458001450854195	,21211116090713023164	,2021-11-16 09:07:14 ,2021-11-16 09:07:15 ,2021-11-16 09:07:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,舞东风(西源大道二店)     ,0993西源大道二店-条码支付     ,7.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111622001458001450854194	,CPR21111609060469719433869W	,2021-11-16 09:06:04 ,2021-11-16 09:06:05 ,2021-11-16 09:06:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211116368371186001 	,                    	,2021-11-16 04:44:12 ,                    ,2021-11-16 04:44:12 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.11.15-收益发放 ,0.15    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021111522001458001448967969	,212017092208872157440204027979000032111150205072	,2021-11-15 14:11:12 ,2021-11-15 14:11:16 ,2021-11-15 14:11:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,绿色果园水果超市        ,绿色果园水果超市            ,5.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021110722001158001438841991_2232349020841666983_advance	,T200P2232349020839666983	,2021-11-15 14:10:04 ,                    ,2021-11-15 14:10:04 ,淘宝        ,支付宝担保交易         ,黑洞子             ,退款-笑脸卡通刺绣图标松紧腰高腰系绳 休闲哈伦裤华夫格束脚卫裤三色 等多件,70.17   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021111522001458001449780031	,CN_V1_600388176698110577	,2021-11-15 14:09:52 ,2021-11-15 14:09:52 ,2021-11-15 14:09:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,菜鸟              ,菜鸟裹裹-寄件费_811668369_5985586753666983,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111522001458001448939930	,10937617009580009216360830	,2021-11-15 13:53:40 ,2021-11-15 13:53:41 ,2021-11-15 14:23:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,11.59   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111522001458001448902444	,10937617009580002197489592	,2021-11-15 13:03:30 ,2021-11-15 13:03:31 ,2021-11-15 13:33:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,5.17    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021111522001458001449344330	,46369486980702698658001	,2021-11-15 11:58:18 ,2021-11-15 11:58:23 ,2021-11-15 11:58:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*深江             ,收钱码收款               ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
